,price
1494,355
13599,37
13776,50
40592,89
37466,275
19575,95
30218,125
25827,80
28715,140
27703,60
32768,111
36906,30
47074,225
26854,60
46064,600
41380,258
17797,60
15755,99
44757,250
30346,50
31403,50
28537,80
6428,56
47124,200
19652,150
3037,44
32559,235
40451,80
7307,149
29191,50
31665,125
42887,120
38866,90
45347,35
22038,50
36546,42
41284,150
42467,99
13184,200
44501,499
8744,450
17182,70
45036,154
45295,55
17249,200
31001,119
6853,80
38255,96
3278,200
36318,32
42545,90
10858,125
9360,349
47270,34
3787,250
1120,100
43443,240
27120,40
38168,149
24272,499
6053,64
37600,40
45694,50
20886,35
33909,90
35986,25
31140,450
26107,275
30801,45
11336,410
6325,85
14226,150
29131,38
35833,44
35571,149
41449,120
12933,30
26155,137
41498,50
18597,60
26745,125
43867,75
36324,150
15079,70
26273,134
18674,199
27907,65
5846,39
17302,85
16632,75
6207,99
9454,600
25804,75
45904,225
29141,95
18441,135
4968,308
42215,28
12729,100
20272,50
22556,51
26649,55
23463,55
44851,125
13055,180
44787,300
24712,160
24316,95
21219,170
27388,70
673,81
11783,40
9559,130
4260,300
35862,65
23897,90
19976,167
31526,255
14749,150
11961,77
14886,75
26361,60
19550,200
39619,30
15723,40
9542,40
38113,195
29056,59
20953,80
21662,35
16562,110
8179,300
35233,70
6030,55
31494,50
44655,85
34217,150
15770,85
18547,149
45306,75
31998,150
41160,40
47593,145
97,89
45218,100
27576,125
6195,80
21023,70
33668,120
28581,249
3970,95
46962,50
41490,65
43337,140
47220,100
7490,70
39430,250
17280,120
41693,240
42461,100
43286,300
47924,50
25572,350
47152,130
6270,75
42794,35
41436,228
12131,120
8352,70
47843,185
43695,75
42268,63
5894,129
37890,89
48386,85
27495,100
1436,79
33567,142
7254,87
22602,55
39963,189
5063,150
9386,65
2807,104
47014,50
37374,110
46801,88
29502,65
8502,175
19756,400
31439,155
20685,85
9368,450
33660,84
2262,131
32857,150
3606,185
28078,100
14574,1100
3244,90
1263,88
20098,73
17096,67
46551,249
5328,189
39027,19
1257,150
16536,75
15718,170
36760,59
40597,1150
3507,179
11654,103
25955,49
17908,250
31977,75
28982,42
40450,35
46739,250
14009,124
24519,140
38135,70
24205,82
43627,274
39898,306
43167,245
35910,300
38637,59
35134,300
10051,45
21595,150
27674,65
12148,100
15373,200
38046,115
42145,120
21250,200
30530,105
28665,175
48227,500
17813,200
4761,175
2166,120
38010,179
24258,275
46930,200
16783,300
26620,130
26137,308
16136,45
47058,100
20853,160
20320,90
745,45
14877,165
36641,120
36941,40
8103,67
20675,80
2757,250
23569,100
29325,35
16068,65
34996,300
4317,150
29196,70
32326,100
46364,130
6843,71
42075,100
4605,165
26125,65
3327,60
596,130
23476,99
15767,90
16493,115
16425,165
12034,80
6932,50
19801,300
44995,100
15626,125
13795,65
42667,84
18080,143
18611,99
37755,110
18989,150
6551,100
6372,139
41813,150
35300,115
4733,300
40782,167
18420,800
43968,66
26498,100
15669,136
29051,150
32415,96
8249,152
24215,44
35163,75
21272,73
48176,45
46692,299
14872,96
3095,87
29273,90
11004,90
859,295
31603,75
15352,80
22329,60
12853,150
20081,120
39860,32
44954,500
28908,85
20606,240
26998,58
34284,138
9988,200
33165,250
32993,200
21656,209
35574,249
409,170
27024,75
36035,150
36340,175
34523,31
30628,32
29601,68
30925,295
38902,55
10969,275
28654,100
30373,55
8128,85
3074,185
40866,45
16341,52
20586,120
5635,85
37740,35
44305,87
46538,125
48658,45
11856,100
22165,50
44188,240
36194,100
45979,111
2989,200
31195,195
37876,299
1728,69
47992,269
42838,55
40336,175
45079,105
25244,65
30367,47
15129,56
3698,100
33380,90
4652,175
32265,38
26216,155
23338,52
12106,160
37113,147
22106,250
25709,118
20952,60
8942,185
19893,35
45707,55
42143,375
5859,200
19599,55
7050,177
17567,35
12056,200
39413,150
35926,399
11255,65
24164,225
34887,50
7454,95
14694,45
33809,65
20711,80
24677,60
38214,50
39013,72
29964,29
22409,200
34825,120
16070,42
32934,115
34210,35
11694,125
26300,90
23378,100
20971,100
28174,150
42246,33
13139,70
14038,270
45799,145
46702,77
9256,109
26572,110
42159,30
37024,70
16941,80
26003,260
2441,90
6673,119
35060,125
33405,300
38527,59
29714,60
4339,160
47722,282
12501,109
41689,40
34281,150
33285,80
3374,200
7624,200
34035,40
8582,225
11226,112
32278,86
47549,190
22340,208
37723,200
188,175
27182,184
39505,100
39225,250
8528,150
18766,45
4582,225
24929,130
4713,44
22940,180
16589,97
40236,35
7460,115
20695,150
47599,139
21093,150
26269,85
28679,150
9320,45
32541,149
26194,150
374,165
39644,80
25359,120
42592,60
20756,200
23923,300
6883,175
24036,70
9344,75
46555,66
34998,180
22708,38
2660,120
2313,50
26658,150
843,44
35048,115
20414,54
40099,200
16848,239
614,110
45976,42
7133,110
17493,82
28124,125
29894,35
41829,125
23829,125
13048,369
2888,135
4579,120
41812,149
4108,152
22407,2250
30392,170
12979,90
35302,140
24559,30
29452,130
34127,158
41274,60
10822,160
6344,105
42821,41
9098,155
295,145
32159,450
15334,55
4646,89
7984,225
32810,10
6051,188
13582,499
47357,175
28987,59
41060,100
33060,150
31521,140
11820,35
26278,148
37587,275
2332,40
5170,68
44637,280
41701,35
38429,90
12094,49
12176,80
46699,171
1627,210
7107,125
39383,120
45056,500
47053,350
38503,80
9201,73
40780,150
23260,350
22448,150
3336,345
12517,79
40900,34
11562,25
4913,175
22886,60
19637,100
14626,138
41117,199
33473,65
13023,85
10952,374
16056,95
47033,60
39772,185
1071,250
15418,140
45528,76
6004,55
24469,275
3814,70
2440,84
48569,75
2191,52
23349,98
26274,200
8840,140
46114,99
30605,50
42517,70
42148,60
18437,65
35150,248
17845,275
44515,395
4368,100
37214,250
16736,60
13688,149
6055,70
21645,35
7828,185
15406,60
11541,99
11608,88
43468,280
25873,210
14622,85
12687,120
36735,150
42185,110
45906,250
47769,100
40109,65
48701,45
16796,200
35278,31
40169,97
15519,150
14190,395
1091,229
42875,80
29353,105
33867,110
35407,185
21390,55
41270,53
21184,120
35077,275
3245,120
27642,100
13325,89
3048,150
41686,125
36623,68
26440,299
14798,250
27355,160
33979,350
37148,55
3483,128
43439,45
9916,195
38635,119
22741,37
40442,250
48801,155
10805,180
34514,310
1198,96
21187,53
40263,39
34051,245
6718,175
41552,89
21737,75
34274,53
19473,140
14171,250
43887,34
27085,50
45299,40
33971,80
46078,100
14307,90
45100,140
41878,35
41874,123
28865,180
8116,60
36864,85
27506,160
36612,120
26318,195
32045,48
5393,125
46066,60
11429,60
12996,175
5140,65
39640,80
42976,245
1998,80
19879,119
31772,50
45733,99
38084,59
38115,150
33764,49
5297,40
5275,145
3020,29
34359,200
37636,175
19185,128
44045,85
39509,135
33944,31
34227,85
26268,150
5105,99
22461,99
4819,180
5775,225
19338,100
35923,69
22567,140
24896,100
22173,47
36710,70
27080,60
45797,145
40271,72
28123,60
21986,65
26826,130
45914,300
29072,150
1177,325
17468,105
24186,65
20769,375
38376,292
2674,160
7902,159
3405,100
5299,50
5935,100
400,260
11705,100
26238,165
42627,82
7806,95
9399,130
21495,60
9553,95
10651,75
33702,60
46046,199
26689,125
15347,99
1622,171
47920,120
33800,140
37064,250
2401,199
415,79
7872,100
28507,55
39613,120
120,170
27176,105
18133,110
5023,139
11350,80
42954,75
12271,99
47777,164
6135,199
26254,60
2090,100
29730,70
13155,200
48045,99
11936,60
25000,80
31075,130
45284,40
5022,150
5937,175
19006,105
42342,90
10559,60
41171,60
25821,90
18813,60
4277,55
8068,71
9828,90
32110,120
12144,40
43479,45
427,250
40975,60
19949,149
37504,275
18585,132
32024,168
35619,48
1566,330
39482,89
28846,35
45944,300
7795,125
33830,142
14001,44
3798,100
13948,135
36516,400
31864,118
33433,34
40912,400
7292,200
45844,85
13130,40
11814,275
10886,90
20206,94
2423,103
39142,250
45213,119
6664,275
43908,85
44309,50
34978,170
41213,35
23581,70
41291,125
19876,900
42140,130
16559,100
31490,200
36579,60
3420,1000
17296,75
41477,201
43234,80
11173,83
22962,55
32460,300
2539,75
31481,150
24033,191
4445,115
13412,117
32245,85
9708,67
23398,150
46049,11
41065,99
40306,30
28431,200
32485,500
23374,265
9869,59
2400,125
26088,100
2801,135
39224,56
8737,50
22423,175
47947,195
12651,84
35474,102
25415,75
25348,130
26468,86
14315,50
12661,95
13670,255
5598,75
44922,290
8498,90
9459,120
13572,175
10422,250
10751,67
8816,125
28370,53
15577,55
964,100
24864,350
44542,250
35969,140
13977,135
16256,100
35141,150
2152,191
36003,254
16578,125
46359,45
28801,115
4574,300
28055,45
15068,105
41798,175
40320,53
42071,100
38878,130
24716,48
26304,85
49,80
19288,120
12388,90
47215,129
25351,32
44417,120
17933,38
34262,160
19380,90
44923,149
18078,63
6995,125
33872,125
18868,170
45405,109
22216,150
22105,89
26092,110
32358,132
17469,150
9548,290
34620,350
15059,120
25197,80
44780,485
11457,38
47031,240
16831,199
17506,50
28869,54
6112,550
29233,150
29431,30
22061,99
29046,64
32832,65
47083,46
4210,200
23936,60
34148,62
43898,75
4923,135
27143,85
18432,100
48444,77
19359,379
20044,130
27534,90
44817,299
37060,72
6590,52
29048,95
39679,220
24432,52
3624,61
6835,120
7576,118
33422,38
13632,180
22350,50
5496,50
18291,125
13418,35
35383,280
9728,100
47975,100
12473,99
32404,60
12252,219
34597,65
8252,95
6077,350
35716,120
16799,70
7881,60
5448,130
1634,125
45989,250
39777,240
11299,150
28995,87
31773,50
47682,99
39385,250
3066,75
12596,100
12557,70
26534,126
3593,225
42237,101
15382,45
13937,150
44435,89
38151,125
15935,197
37864,3600
33133,73
37447,68
13683,204
16474,79
30731,166
27004,35
271,60
32467,43
22180,220
13627,70
11540,119
41208,300
6366,100
38725,358
25438,164
37035,125
30985,215
1150,80
36704,65
31670,48
15861,199
41642,300
4270,39
16726,85
19629,250
8632,290
40117,299
2038,100
10609,90
28504,200
41936,32
23471,185
19304,1500
18558,98
36459,175
11015,220
5535,120
12880,500
7723,49
46949,178
7635,70
1800,200
10044,150
46095,500
30105,60
35827,67
18121,120
28172,69
2857,600
16669,100
36261,100
39752,50
13701,99
42174,50
9945,150
9199,35
25333,270
22526,75
7432,250
4016,53
19454,200
743,50
27234,125
18238,249
5018,59
2217,499
31095,30
4818,750
14195,162
13919,129
23281,70
5509,115
13739,200
13614,85
24325,138
10649,115
21475,78
5150,99
19007,60
25906,115
21470,208
22347,120
28574,150
25116,150
25628,75
20413,110
45576,650
9759,40
25039,175
35483,156
8306,39
27018,95
15691,75
45982,68
27342,55
32807,60
27014,100
2929,62
16995,140
4473,108
21576,69
19849,128
26602,100
11544,100
4549,184
43480,175
19581,115
19175,59
4099,235
47407,200
29955,75
40527,69
44904,78
27852,90
17714,159
21609,90
14007,89
46149,295
16737,54
5172,55
20728,180
9818,120
3035,145
26214,350
14432,75
10839,40
26147,140
22670,45
29506,200
7685,85
33425,119
44464,50
38800,379
30944,210
19892,120
36470,65
47658,70
38748,290
1003,269
4683,70
5613,36
32730,99
26760,150
8540,53
2842,200
12893,68
813,450
19657,55
19605,135
8924,85
37313,189
15455,56
3388,115
36806,175
17197,65
24999,45
48157,250
16005,77
37979,159
498,100
23363,105
2585,150
18690,150
33167,120
40560,55
31880,45
21450,100
39551,29
31826,60
43377,110
27930,80
34584,175
29274,40
48819,50
5520,145
1873,149
44451,450
516,350
43910,42
35868,52
46860,219
45974,20
43372,200
45024,250
19280,300
2250,145
43410,289
47371,250
27496,250
26181,160
40765,119
10479,150
15442,104
42828,275
1337,48
30239,32
26129,111
12759,130
38685,320
42736,4100
35606,75
10477,70
10458,120
7639,200
16246,200
22941,299
33719,33
46561,99
44164,450
7890,168
34450,40
41544,26
42079,249
3301,106
46583,125
29651,228
23534,400
34326,130
7335,47
15234,95
4343,80
45485,250
24191,80
46313,500
1663,80
33321,125
45971,428
46750,200
42701,80
12638,65
27026,125
37398,40
15484,70
4134,55
41146,120
4367,200
9831,150
12906,85
17616,65
30795,45
29129,78
19583,236
9403,90
45411,42
31816,125
29994,850
10195,70
25487,144
2567,350
9041,229
28251,90
35809,800
43016,169
17881,150
17286,135
31642,115
34269,60
7122,199
10090,55
39844,130
21770,110
32400,200
25925,50
27875,50
48706,137
44431,200
18245,120
12273,450
7230,70
824,100
4290,185
38772,453
7810,246
48297,200
25894,60
40986,60
14348,190
22853,44
21575,149
38569,125
37372,75
11465,90
12135,155
39459,190
26892,135
39476,150
7875,65
29022,100
24389,250
9487,50
41610,90
22880,38
28401,150
29611,59
38374,227
8881,89
38219,195
31848,375
33851,145
25411,185
31421,69
2162,130
13027,325
22821,80
6170,150
32433,125
19572,199
8602,230
43409,29
27099,100
48325,70
38089,100
21667,90
38755,252
24154,85
26412,250
32301,80
17987,65
33049,129
3365,850
26611,150
46470,55
23480,75
32602,200
21734,50
18926,45
28350,88
43121,95
24335,120
11308,85
24532,45
17539,75
31408,47
18988,95
27975,88
13011,47
18065,67
20230,60
34952,90
48212,85
34442,55
47914,75
6920,120
5116,70
37529,25
39571,140
2111,62
11566,60
21891,100
10615,159
10089,49
3757,65
20404,49
42963,50
20796,40
23808,120
40826,215
43079,60
43594,149
31803,40
23075,128
34944,120
42741,90
13884,100
35151,60
45712,150
26674,129
20791,77
43544,154
344,150
44419,189
18468,175
2966,84
34249,329
6381,40
20631,100
41081,75
20963,120
23334,75
29211,499
47473,280
29812,50
16167,30
12948,206
1011,225
37222,50
39804,150
3516,275
17432,150
42109,74
27363,358
17875,107
43221,235
31895,80
11047,229
20374,200
31873,60
20511,99
37556,160
30591,120
11130,190
28003,170
26161,55
28376,150
45476,120
27949,150
35761,55
18067,79
26947,125
8470,85
23882,90
8350,105
39280,90
34563,175
13262,113
870,109
29887,27
45156,95
10588,350
24065,124
30707,99
34248,100
33158,170
27196,60
31336,47
5673,85
40378,140
37940,150
36981,179
48567,333
24344,85
18322,79
45608,225
1035,60
2310,95
26413,155
10063,75
26302,134
25692,70
38977,125
41677,172
32203,400
28548,100
30558,374
39438,350
7135,70
23101,135
17904,90
11836,90
47373,400
35607,56
7398,169
8520,175
29010,40
11994,42
32946,169
31613,180
39590,220
2746,150
42187,85
32174,118
40822,100
40304,155
13825,115
48435,77
13199,60
42776,250
32625,83
27670,175
26233,100
2935,75
27904,200
12347,290
43728,229
24370,110
4811,146
39382,110
4058,125
37624,93
11516,65
1862,4000
40137,81
35686,75
23478,150
15152,245
9292,120
14986,60
46856,140
48423,242
16181,65
40972,48
22328,88
7213,75
43664,165
35036,66
21377,80
25507,79
44876,750
20381,120
36815,121
32081,170
23068,145
3564,250
3528,120
23751,120
18944,60
26580,35
42604,260
20870,115
41593,140
10457,250
15329,159
42750,130
36987,90
45913,200
3266,151
16356,170
25903,89
5655,75
17211,80
35854,125
24589,100
15459,115
13568,115
36982,175
34928,150
31148,60
32390,95
25320,95
4084,100
5091,65
33761,45
43287,30
41994,125
33876,200
26156,95
30449,70
4168,85
44391,199
34897,90
6501,1000
2566,100
26809,130
33262,94
40693,57
169,70
27893,100
31618,115
16037,145
37428,200
45464,51
3552,80
27257,55
48734,99
5358,225
11203,155
28292,60
27177,60
37487,92
41886,130
28932,60
47235,295
30839,249
7910,55
8607,98
47097,429
7216,400
28099,650
3501,91
14962,100
28268,43
36793,90
30918,140
38992,55
34039,180
27946,89
35502,200
4570,215
41892,700
28183,60
27925,70
37028,100
10626,200
25030,75
39751,443
26842,55
21825,55
5050,199
44300,249
19686,275
13705,65
5540,99
24022,100
18740,800
26106,69
7974,55
32124,95
10917,60
1875,250
26163,55
15981,180
44668,130
630,300
15296,35
38088,50
47354,75
15779,289
37810,200
39962,20
6550,155
25389,100
15054,200
17196,65
31672,55
7414,295
18890,50
22410,179
44632,145
25557,199
28782,275
26598,95
3686,60
45276,350
19110,462
40327,180
28661,99
46831,48
38633,316
45926,100
45887,56
20766,59
9059,220
4120,159
7081,110
24020,87
46446,75
18538,170
46124,60
6175,97
17657,65
47898,105
37820,150
15830,135
35297,639
12174,450
48397,50
29589,25
41900,257
16350,45
37206,99
25226,68
39805,20
21021,95
32005,42
1326,150
9338,97
2944,38
11458,150
16843,279
39427,100
36969,50
25738,188
20387,250
6930,65
10039,61
28074,165
8260,150
4955,110
22221,100
16460,60
15765,239
22442,199
36667,50
41908,115
41414,431
14364,50
44261,45
879,89
201,265
38415,70
17405,50
23568,125
32419,150
3971,129
23567,175
2837,72
7551,78
792,180
898,159
20839,100
32935,100
26683,175
25408,200
33887,350
33056,50
8878,155
1710,55
35442,299
24474,55
30443,135
39019,29
10370,50
26393,300
32836,200
975,45
14774,50
23989,35
43110,35
477,185
45227,350
46861,350
30535,53
38384,250
37915,115
1353,55
33603,76
8771,109
46487,32
46113,70
4822,240
31627,45
22439,199
25586,60
15111,500
30181,125
25248,200
3843,196
39616,75
40054,65
22645,72
27782,35
37103,345
10827,55
34555,525
5065,95
27283,250
38440,45
31699,60
33194,250
36897,99
29183,59
25928,55
41833,175
41727,180
6714,35
29043,65
20662,100
6200,39
2521,100
17428,124
34325,120
10249,85
25378,325
127,85
44527,60
2531,145
24253,95
41925,51
41253,100
30995,175
36134,160
35508,160
44597,110
46824,74
12263,70
26336,149
8170,46
4197,200
16137,120
27303,150
17638,75
7992,80
7728,69
33871,93
24155,210
14923,175
24618,35
46771,450
12160,60
16214,49
31738,179
12857,150
2212,90
30849,40
2520,1500
23720,60
33155,225
28728,359
44426,184
2943,100
19960,37
13110,55
35307,150
32309,45
22806,47
38442,207
28354,120
16597,65
272,90
29671,50
36945,250
40124,250
22721,142
41824,90
3163,245
1300,50
20469,190
22501,53
10101,90
11006,109
35242,45
23257,55
44366,95
18833,215
32411,83
36950,65
43026,285
30654,119
19383,90
38951,75
41746,192
9688,50
33794,265
4224,142
30746,100
44307,250
1747,80
28567,53
18650,60
6238,80
7742,116
4612,149
12443,80
1745,95
42600,195
42670,70
13033,239
39416,180
37142,120
5870,150
2526,94
1698,100
2095,400
41120,200
28734,40
47329,98
23160,120
14465,45
10820,250
18714,99
40076,35
28535,70
30618,49
21036,75
20892,95
33659,165
31442,90
43482,150
13425,299
21255,60
35015,800
34856,60
12897,30
16899,120
6303,219
9307,29
7166,308
4460,115
4801,205
5632,72
41876,73
22797,186
30858,60
21242,88
26828,75
29155,45
38832,167
8512,130
27362,52
48721,85
40116,450
10670,60
16164,125
18808,100
41115,200
26438,42
39057,200
41471,231
32366,110
24026,55
34688,165
10622,165
6916,89
17977,1100
21527,60
44947,350
39232,182
32350,200
33175,300
11889,250
30621,110
40206,30
11646,180
28160,51
5972,180
5109,77
34835,80
34901,85
19354,290
14851,50
13435,64
2654,99
19748,250
6685,85
28994,150
48168,85
29940,55
15055,159
20226,142
29052,175
38337,40
28969,400
42396,80
48040,69
14028,150
20332,250
12063,90
4126,80
40176,98
14322,85
4107,102
4790,50
42250,65
9990,150
6105,325
9174,222
8870,35
42175,38
10365,120
41619,40
31317,80
15700,58
3481,100
29317,45
48884,190
35327,65
32798,75
47793,60
30965,620
33072,106
34457,80
38662,42
16721,350
2646,100
46888,350
1513,55
22609,195
13606,135
31968,125
34474,200
38247,50
15586,80
10016,125
42931,208
14006,75
25414,180
27397,40
42339,25
31708,45
28986,100
38313,675
14661,101
40466,229
35732,110
19009,200
18697,227
28259,115
4328,60
4529,33
7896,150
35457,165
12134,210
16540,79
3850,40
32707,45
39845,60
24856,150
47770,280
2687,65
43373,50
33317,100
12702,110
45627,830
21545,49
40061,50
30691,175
15311,125
34526,320
2333,133
4184,275
14537,230
493,91
14732,133
7310,150
5214,85
15478,350
8561,110
30568,75
3181,145
39687,140
13963,79
33650,45
735,65
38269,179
9232,160
25938,55
43054,120
20551,2590
12805,125
29024,205
16329,70
5352,200
23220,250
11810,60
15937,128
12819,29
22472,1000
711,375
10292,130
48419,75
6789,159
44712,200
45266,60
31609,85
30946,120
44822,100
42578,150
9856,350
24401,225
23393,59
27338,250
34254,230
6098,175
41225,80
44211,28
45547,145
23184,98
27864,126
23293,75
12446,225
40474,400
28390,90
44522,130
22612,125
10002,40
13935,39
33315,59
39726,90
21528,190
36591,112
27494,120
47800,100
25027,35
34297,290
34617,40
35227,120
18779,65
12737,90
33827,65
26762,160
6161,247
8604,110
45128,275
39374,40
18767,50
19730,70
32976,333
17175,65
14309,70
45460,60
32354,60
26932,150
11550,95
17011,65
24639,110
25957,109
16828,175
14158,120
4347,115
784,140
38387,49
16431,95
24876,130
46288,140
9849,119
39465,37
41645,57
12610,70
46715,215
9979,59
29781,188
31031,42
42469,70
9075,155
44964,100
36519,70
20402,30
16248,175
2783,89
38804,240
4927,273
42239,175
16405,180
10297,175
48253,35
37090,65
6618,215
24608,550
30692,95
10898,360
6008,89
588,120
23434,150
47020,35
48688,350
14409,55
2491,85
5000,129
25486,30
9939,160
3873,60
4578,175
45181,49
24384,200
27203,55
41181,1500
30171,109
35835,785
4467,100
42570,65
5737,65
36538,105
27422,30
27090,97
30439,175
15097,170
34179,275
16705,200
37130,80
13988,70
19658,55
38932,180
7437,150
27660,110
37879,750
11043,120
1936,250
37724,43
31801,150
13000,80
1780,40
17320,110
40305,110
47046,600
41105,55
3136,88
38178,111
32831,55
46320,150
27995,210
18031,499
9200,115
40831,230
21931,70
931,178
39911,37
39663,150
21048,90
40909,59
8156,120
48405,160
26806,75
14039,155
28867,329
17031,400
10140,149
15074,89
12947,99
11142,160
2978,180
15269,84
42154,35
4345,5000
42850,300
43400,125
45392,92
41935,228
14629,999
30804,45
16912,200
1265,110
4892,100
42748,60
31756,150
39928,400
3237,80
25757,65
27508,239
14456,41
18097,160
19521,60
37832,100
32227,125
39023,75
46710,1200
31170,80
33043,55
38006,250
39918,35
41036,119
48039,75
46153,160
37029,280
33132,145
41837,295
16503,99
37837,80
41351,69
12312,50
39542,60
10830,120
27743,200
5307,45
23734,99
30817,154
27321,60
14652,135
36217,200
5157,129
48147,89
8264,150
25776,37
25654,105
7336,120
2727,59
18788,60
15728,50
37980,220
30752,85
34789,100
29688,200
38311,675
44495,180
17946,90
37842,80
13363,150
30717,100
11052,78
34931,65
15098,79
1278,160
23003,170
20347,90
25052,110
27370,100
18565,750
7711,150
29116,118
28983,125
35688,83
11579,180
26987,49
37657,200
3447,55
7026,80
41223,53
4735,370
43431,55
16441,43
6869,126
32622,100
39829,55
25356,160
39426,80
9036,199
10175,100
2317,130
22251,80
15365,150
33728,65
44507,140
20943,95
35436,380
44001,228
46297,60
35372,58
47935,49
17295,42
46775,120
9353,135
23789,100
44167,690
45222,199
29391,108
30763,125
8229,89
9736,54
23332,110
16764,150
19423,65
20009,22
44269,63
42387,50
29434,490
22445,550
3942,100
31422,100
12786,125
35899,125
47588,159
14561,54
5412,50
30726,149
4143,65
9695,180
4963,35
48243,250
1325,155
16787,80
6225,110
15740,125
33455,120
48467,299
1725,119
1520,119
45264,210
25164,150
5559,300
46104,50
19771,250
21976,140
48735,84
20925,125
33318,80
31043,65
46048,198
82,285
14372,229
11862,175
20264,199
44540,70
7140,70
8477,115
4231,68
39245,40
15840,195
47183,100
12323,66
37926,400
34017,185
35456,60
20890,196
14582,135
47087,150
2079,155
44404,219
20170,225
12593,300
39649,300
19669,90
37632,220
30721,550
39229,90
22063,100
33097,95
48299,110
305,250
14854,199
46965,950
18763,195
28118,30
37168,50
33785,110
41973,35
28344,150
27058,35
46059,65
40604,50
42139,175
4109,150
5929,102
7869,155
41530,195
33435,80
4236,100
27078,60
35535,69
18975,750
666,200
20104,649
42291,489
24410,130
6586,80
18299,49
13782,35
42745,45
34903,85
32608,65
17389,99
23406,200
1985,200
15431,125
37962,53
22717,50
30128,50
1736,135
37452,160
17633,52
48851,35
26993,90
48682,75
16459,69
1477,113
1508,89
5721,115
10141,160
4670,125
23686,225
39650,90
40915,225
22388,50
9182,100
27566,213
40242,75
38368,125
43951,69
35311,100
13082,160
8315,70
41508,170
35592,250
11197,120
12287,125
9665,69
7378,75
39637,180
1157,165
5927,160
22664,250
3150,85
3508,135
8017,32
23546,125
5978,120
26210,198
39449,35
1633,199
17334,250
20071,65
39448,77
2047,250
36369,151
4091,100
2700,100
42943,125
2704,220
8469,100
28083,90
47969,151
38812,189
15513,500
3839,115
38517,225
3906,200
8545,85
23654,45
6763,150
22543,185
43644,69
43630,49
13286,55
35919,47
30388,49
6362,84
39969,89
7063,100
28526,85
46152,100
14528,140
42444,122
8962,75
10290,65
1668,55
23941,115
17314,70
27442,72
1797,45
27603,75
7247,50
17130,150
6189,200
11075,115
21980,79
13302,175
44936,160
18236,79
20473,25
45472,250
17179,50
13355,200
22170,142
12581,77
10173,90
35309,72
3272,150
19833,50
287,135
21159,69
25483,49
19654,55
25564,350
3828,75
25078,249
521,169
13012,200
23844,30
31691,50
29757,50
24625,200
2238,225
34591,35
30476,200
560,70
7409,73
7926,257
13621,70
33631,133
5822,80
1130,450
36643,45
21042,105
39896,91
16033,80
32498,35
5768,350
41626,225
9643,150
33747,70
5167,45
25581,70
44251,59
27131,98
31734,80
31243,70
21888,117
12783,100
40127,300
46107,180
7542,160
28414,115
39952,149
11324,62
40742,135
17422,185
38917,90
22987,40
43238,80
15725,40
43533,260
21205,64
25086,58
42026,350
44727,85
7084,90
42522,80
27465,139
34619,65
40389,59
25245,60
27236,140
24440,52
23315,350
41375,425
36283,50
23817,55
46455,500
38462,65
36346,90
23586,40
44550,179
12896,200
28472,400
11906,78
41316,98
38468,32
20236,85
1275,135
29084,200
29973,75
38154,250
35147,85
26788,150
20639,264
15932,140
41724,95
834,105
9221,400
39865,230
34804,49
37942,135
48811,95
2005,55
29703,55
32395,200
13918,45
28382,455
23770,287
41941,225
25266,60
28082,250
25139,95
30444,140
31940,100
15608,60
3866,500
33468,39
26239,85
7590,225
26311,110
232,250
13773,130
21283,65
18854,70
10038,75
8242,59
39891,150
37766,300
26098,89
40041,90
7888,65
2496,75
23769,240
32615,180
43299,47
9410,90
47883,95
3785,2500
15945,256
8323,45
15721,60
14891,130
25400,90
35580,115
45424,200
31835,59
7876,38
33395,259
36331,57
26831,255
29856,75
13926,45
22017,200
4342,200
19104,125
21867,220
46849,100
4121,90
26143,65
24239,65
42609,250
10260,69
4266,150
47650,125
12325,200
17393,175
13766,40
44648,49
2767,299
47096,149
24413,145
28107,150
3128,240
6515,199
34648,90
32319,60
23641,130
17375,59
18129,560
20277,139
38383,375
3648,225
34898,300
45395,99
40743,130
33821,170
2154,172
47895,70
32199,232
4697,189
48088,50
47690,130
31892,120
33544,150
962,160
46759,65
42013,220
22862,79
17781,275
5640,40
13424,37
36474,70
27989,115
872,86
15324,160
17850,40
15287,110
10554,160
26531,125
9629,269
347,120
9408,45
26690,475
29379,160
4281,160
15637,43
36795,135
25537,120
43893,62
39982,35
24788,40
37156,250
27377,55
31352,168
38935,42
43306,439
38002,99
21844,100
16467,150
1115,115
39104,200
7951,115
10004,120
27673,67
15665,75
5336,100
22897,65
25619,69
19266,149
18053,90
26540,115
39913,370
13197,50
11407,150
16006,79
21333,45
43676,199
47232,111
41606,321
21453,54
25830,50
1605,80
13443,125
44688,150
20901,136
22947,79
44769,250
33750,289
28809,92
38530,499
36389,55
34939,120
3763,150
29563,42
25290,124
3164,150
45593,25
20589,95
62,250
9765,40
27602,200
10758,52
42358,42
39194,138
44965,100
33916,65
20860,175
34589,140
19988,125
48873,170
46339,25
39073,40
41709,100
48305,1999
7383,229
32991,55
16039,225
6617,250
15991,120
28450,40
5451,200
25312,55
38471,65
19201,110
20927,75
47341,118
43631,100
24758,50
32916,60
10761,130
23784,100
1057,125
29102,110
13396,60
44739,269
12794,699
42749,65
44365,145
44485,120
7623,150
43498,70
21637,250
3059,275
31806,344
9401,125
36445,210
41406,377
12717,45
4088,117
6050,200
3295,72
37711,125
27988,425
42493,35
19416,95
12276,70
48033,40
523,169
43141,57
